Layers,Mixes_per_Layer,Run,Target_Index,Entropy
3,3,7,4,9.864733539423728
3,3,8,4,9.994318832177564
3,3,9,4,9.879910069394697
3,3,10,4,9.980433304745866
3,3,11,4,9.883293379838562
3,3,12,4,9.972691883014265
3,3,13,4,9.98202859916346
3,3,14,4,9.944842677970115
3,3,0,5,9.984129472672016
3,3,1,5,10.009178742444027
3,3,2,5,9.983450748609943
3,3,3,5,9.973923254264125
3,3,4,5,10.06697157814447
3,3,5,5,9.998592688181638
3,3,6,5,10.047608498289343
3,3,7,5,9.826565966258517
3,3,8,5,9.985483774568648
3,3,9,5,9.891327379198223
3,3,10,5,9.940521004645051
3,3,11,5,9.926338753719078
3,3,12,5,10.06831006984279
3,3,13,5,9.975647448990252
3,3,14,5,9.946655409390567
3,3,0,6,9.942522863534395
3,3,1,6,10.010616055332932
3,3,2,6,10.016826097088073
3,3,3,6,9.988763186978046
3,3,4,6,9.9407820960163
3,3,5,6,9.945085674152082
3,3,6,6,9.990873977818863
3,3,7,6,9.841611605566849
3,3,8,6,9.9766830166275
3,3,9,6,9.955092592879462
3,3,10,6,9.949618697224606
3,3,11,6,9.942876200394872
3,3,12,6,10.072316076619868
3,3,13,6,9.967015173746876
3,3,14,6,9.978694352322854
3,3,0,7,9.960031252150587
3,3,1,7,10.008579257581241
3,3,2,7,10.039104614822747
3,3,3,7,9.895279188695566
3,3,4,7,10.008100630838635
3,3,5,7,10.047078498145055
3,3,6,7,10.031021442794438
3,3,7,7,9.897640180053594
3,3,8,7,9.909584195903719
3,3,9,7,10.038045844888499
3,3,10,7,9.965692221584309
3,3,11,7,9.88288909193657
3,3,12,7,10.063803388692905
3,3,13,7,9.947529414105306
3,3,14,7,9.942896661881502
3,3,0,8,10.033334926786884
3,3,1,8,9.981892495514405
3,3,2,8,10.023297839608576
3,3,3,8,9.964800326637814
3,3,4,8,9.882047095373334
3,3,5,8,9.954277392770566
3,3,6,8,9.947208428363014
3,3,7,8,9.997882805349935
3,3,8,8,9.9098845889235
3,3,9,8,9.932877970515355
3,3,10,8,9.997243650439975
3,3,11,8,9.899457266940109
3,3,12,8,10.039865307979303
3,3,13,8,9.95682395626692
3,3,14,8,9.993615901433003
3,3,0,9,10.010977591713901
3,3,1,9,9.983975568531818
3,3,2,9,10.0546910950597
3,3,3,9,9.894535143036478
3,3,4,9,10.011235711069762
3,3,5,9,9.972672287814571
3,3,6,9,9.967880467114776
3,3,7,9,9.976577248298408
3,3,8,9,9.898275209835232
3,3,9,9,9.963354886820309
3,3,10,9,9.940742263349513
3,3,11,9,9.916486958935876
3,3,12,9,9.969758597849932
3,3,13,9,9.880082954539043
3,3,14,9,9.965417928347616
3,3,0,10,10.04293088598242
3,3,1,10,9.979928263991143
3,3,2,10,10.011709364164165
3,3,3,10,9.891225252481894
3,3,4,10,9.893698381144622
3,3,5,10,9.96751351441826
3,3,6,10,9.990408537495606
3,3,7,10,10.00284995753035
3,3,8,10,9.88698678261606
3,3,9,10,10.010370686914706
3,3,10,10,9.998039783003462
3,3,11,10,9.9591280070843
3,3,12,10,9.983744463788208
3,3,13,10,9.891706792150075
3,3,14,10,9.95430140973873
3,3,0,11,10.074134115912727
3,3,1,11,10.035884200676907
3,3,2,11,9.994959489120939
3,3,3,11,9.967779650834695
3,3,4,11,10.044986537949985
3,3,5,11,10.019289873768265
3,3,6,11,9.95788212866382
3,3,7,11,10.084338688102175
3,3,8,11,9.935492640251457
3,3,9,11,10.107697225693583
3,3,10,11,10.004699080918263
3,3,11,11,9.994812917893501
3,3,12,11,10.029470223416105
3,3,13,11,9.844852132969411
3,3,14,11,9.960988213583091
3,3,0,12,10.030333659883976
3,3,1,12,9.982875552052198
3,3,2,12,9.972194907787838
3,3,3,12,9.973696793381285
3,3,4,12,10.00794951282361
3,3,5,12,10.004459560673542
3,3,6,12,10.00298777963076
3,3,7,12,10.060660889827036
